,eventid,iyear,imonth,iday,country,country_txt,region,region_txt,city,latitude,longitude,success,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nwound,nwoundus,location
24461,198502220008,1985,2,22,159,Peru,3,South America,Sincos,-11.891427,-75.387054,1,2,Armed Assault,4,Military,159.0,Peru,5,Firearms,Automatic firearm,40.0,,0.0,,
24467,198502230003,1985,2,23,159,Peru,3,South America,Tingo Maria,-9.297478,-75.996312,1,2,Armed Assault,4,Military,159.0,Peru,5,Firearms,Automatic firearm,15.0,,0.0,,
24486,198502280006,1985,2,28,61,El Salvador,2,Central America & Caribbean,Cerro La Torrecilla,13.816667,-88.43333299999999,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,23.0,,0.0,,
24495,198503010005,1985,3,1,61,El Salvador,2,Central America & Caribbean,Unknown,13.447063,-88.556531,1,2,Armed Assault,16,Telecommunication,61.0,El Salvador,5,Firearms,Automatic firearm,17.0,,0.0,,
24507,198503040006,1985,3,4,110,Lebanon,10,Middle East & North Africa,Marakah,33.273056,35.308611,1,3,Bombing/Explosion,15,Religious Figures/Institutions,110.0,Lebanon,6,Explosives,Explosive,15.0,,55.0,,
24522,198503070006,1985,3,7,145,Nicaragua,2,Central America & Caribbean,Unknown,13.789439999999999,-86.012157,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,20.0,,0.0,,
24525,198503080003,1985,3,8,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,14,Private Citizens & Property,110.0,Lebanon,6,Explosives,Car bomb,75.0,,250.0,,
24535,198503100001,1985,3,10,97,Israel,10,Middle East & North Africa,Metula,33.277232,35.578235,1,3,Bombing/Explosion,4,Military,97.0,Israel,6,Explosives,Truck bomb,12.0,,14.0,,
24536,198503100002,1985,3,10,145,Nicaragua,2,Central America & Caribbean,Murra,13.759041,-86.017217,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,20.0,,0.0,,
24581,198503150006,1985,3,15,61,El Salvador,2,Central America & Caribbean,Tecoluca,13.536835,-88.78058399999999,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,12.0,,0.0,,
24636,198503240004,1985,3,24,61,El Salvador,2,Central America & Caribbean,Ojos de Agua,14.180378,-88.892274,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,12.0,,0.0,,
24696,198503280014,1985,3,28,160,Philippines,5,Southeast Asia,Manila,14.596051000000001,120.97866599999999,1,9,Unknown,14,Private Citizens & Property,160.0,Philippines,13,Unknown,Raid,20.0,,0.0,,
24739,198504080005,1985,4,8,61,El Salvador,2,Central America & Caribbean,Santa Cruz Loma,13.566667,-88.93333299999999,1,2,Armed Assault,14,Private Citizens & Property,61.0,El Salvador,5,Firearms,Automatic firearm,25.0,,0.0,,
24771,198504120001,1985,4,12,185,Spain,8,Western Europe,Aporto,40.465595,-3.6962629999999996,1,3,Bombing/Explosion,1,Business,185.0,Spain,6,Explosives,Explosive,18.0,,82.0,14.0,
24791,198504140006,1985,4,14,45,Colombia,3,South America,Toribio,2.95485,-76.26825,1,2,Armed Assault,14,Private Citizens & Property,45.0,Colombia,5,Firearms,Automatic firearm,20.0,,20.0,,
24819,198504220001,1985,4,22,186,Sri Lanka,6,South Asia,Colombo,6.941837,79.861687,1,3,Bombing/Explosion,4,Military,186.0,Sri Lanka,6,Explosives,Explosive,28.0,,0.0,,
24825,198504230004,1985,4,23,61,El Salvador,2,Central America & Caribbean,Joya Ancha,13.414376999999998,-88.413748,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,18.0,,0.0,,
24834,198504250002,1985,4,25,61,El Salvador,2,Central America & Caribbean,El Chaparral,13.779501999999999,-88.34904399999999,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,19.0,,0.0,,
24868,198504300008,1985,4,30,61,El Salvador,2,Central America & Caribbean,San Ignacio,14.338895999999998,-89.178268,1,2,Armed Assault,14,Private Citizens & Property,61.0,El Salvador,5,Firearms,Automatic firearm,60.0,,0.0,,
24887,198505010016,1985,5,1,145,Nicaragua,2,Central America & Caribbean,Boaco,12.470919,-85.659679,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,17.0,,0.0,,
24888,198505010017,1985,5,1,145,Nicaragua,2,Central America & Caribbean,Cano Batitlan,13.050139999999999,-84.58731999999999,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,50.0,,0.0,,
24937,198505040002,1985,5,4,61,El Salvador,2,Central America & Caribbean,San Vicente,13.641210000000001,-88.785423,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,18.0,,0.0,,
24966,198505070012,1985,5,7,145,Nicaragua,2,Central America & Caribbean,Wiwili district,13.853697,-85.593154,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,43.0,,0.0,,
25051,198505120001,1985,5,12,94,Iran,10,Middle East & North Africa,Tehran,35.724533,51.405190000000005,1,3,Bombing/Explosion,14,Private Citizens & Property,94.0,Iran,6,Explosives,Car bomb,15.0,,50.0,,
25055,198505120005,1985,5,12,45,Colombia,3,South America,La Magdalena,5.0806830000000005,-74.486998,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,12.0,,0.0,,
25084,198505140010,1985,5,14,61,El Salvador,2,Central America & Caribbean,Chinameca,13.5,-88.35,1,2,Armed Assault,3,Police,61.0,El Salvador,5,Firearms,Automatic firearm,13.0,,0.0,,
25085,198505140011,1985,5,14,160,Philippines,5,Southeast Asia,Lupon,6.895544999999999,126.013997,1,3,Bombing/Explosion,3,Police,160.0,Philippines,5,Firearms,Automatic firearms; Mortars,23.0,,0.0,,
25086,198505140012,1985,5,14,186,Sri Lanka,6,South Asia,Anuradhapura,8.345185,80.388133,1,2,Armed Assault,14,Private Citizens & Property,186.0,Sri Lanka,5,Firearms,Gunfire,146.0,,100.0,,
25087,198505140013,1985,5,14,186,Sri Lanka,6,South Asia,Wilpattu,8.410556,80.05111099999999,1,2,Armed Assault,14,Private Citizens & Property,186.0,Sri Lanka,5,Firearms,Automatic firearms,23.0,,0.0,,
25091,198505150002,1985,5,15,145,Nicaragua,2,Central America & Caribbean,Tagua,12.621381,-85.617049,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,12.0,,0.0,,
25092,198505150003,1985,5,15,145,Nicaragua,2,Central America & Caribbean,Escambray,13.091683,-86.000314,1,2,Armed Assault,14,Private Citizens & Property,145.0,Nicaragua,5,Firearms,Automatic firearm,30.0,,0.0,,
25194,198505180015,1985,5,18,145,Nicaragua,2,Central America & Caribbean,Bluefields,12.010701,-83.766037,1,2,Armed Assault,14,Private Citizens & Property,145.0,Nicaragua,5,Firearms,Automatic firearm,52.0,,0.0,,
25197,198505180018,1985,5,18,159,Peru,3,South America,Algamarca,-7.5997259999999995,-78.250399,1,2,Armed Assault,14,Private Citizens & Property,159.0,Peru,5,Firearms,Automatic firearm,40.0,,0.0,,
25198,198505180019,1985,5,18,159,Peru,3,South America,Cajamarca,-7.161747,-78.512786,1,2,Armed Assault,14,Private Citizens & Property,159.0,Peru,5,Firearms,Automatic firearm,40.0,,0.0,,
25226,198505220007,1985,5,22,110,Lebanon,10,Middle East & North Africa,Sin El Fil,33.877384,35.536163,1,3,Bombing/Explosion,2,Government (General),110.0,Lebanon,6,Explosives,Car bomb,60.0,,200.0,,
25253,198505270001,1985,5,27,160,Philippines,5,Southeast Asia,Isabela,6.700414,121.97255700000001,1,9,Unknown,4,Military,160.0,Philippines,13,Unknown,,12.0,,15.0,,
25278,198505300005,1985,5,30,45,Colombia,3,South America,Buga district,3.8997230000000003,-76.302032,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,14.0,,0.0,,
25287,198505310003,1985,5,31,186,Sri Lanka,6,South Asia,Dehiwala,6.855948,79.86296800000001,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,186.0,Sri Lanka,8,Incendiary,Incendiary,12.0,,0.0,,
25288,198505310004,1985,5,31,186,Sri Lanka,6,South Asia,Neelapola,8.371111,81.229722,1,2,Armed Assault,14,Private Citizens & Property,186.0,Sri Lanka,8,Incendiary,Incendiary,12.0,,0.0,,
25289,198505310005,1985,5,31,186,Sri Lanka,6,South Asia,Seruwawila,8.370811,81.319312,1,2,Armed Assault,14,Private Citizens & Property,186.0,Sri Lanka,8,Incendiary,Incendiary,14.0,,0.0,,
25290,198505310006,1985,5,31,186,Sri Lanka,6,South Asia,Trincomalee district,8.5922,81.19679599999999,1,2,Armed Assault,14,Private Citizens & Property,186.0,Sri Lanka,8,Incendiary,Incendiary,12.0,,0.0,,
25296,198506010005,1985,6,1,145,Nicaragua,2,Central America & Caribbean,Jinotega district,13.130707000000001,-85.971684,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,30.0,,0.0,,
25307,198506020004,1985,6,2,145,Nicaragua,2,Central America & Caribbean,La Sirena,13.157673999999998,-86.37536,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,17.0,,0.0,,
25316,198506030005,1985,6,3,45,Colombia,3,South America,Unknown,3.8008889999999997,-76.641271,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,14.0,,0.0,,
25318,198506030007,1985,6,3,186,Sri Lanka,6,South Asia,Pankulam,8.62513,81.03268,1,2,Armed Assault,19,Transportation,186.0,Sri Lanka,5,Firearms,Shotgun,13.0,,0.0,,
25325,198506040007,1985,6,4,159,Peru,3,South America,La Mar district,-12.916667,-73.833333,1,2,Armed Assault,4,Military,159.0,Peru,5,Firearms,Automatic firearm,16.0,,0.0,,
25332,198506050006,1985,6,5,186,Sri Lanka,6,South Asia,Trincomalee,8.577826,81.218719,1,2,Armed Assault,19,Transportation,186.0,Sri Lanka,5,Firearms,Firearms,13.0,,9.0,,
25374,198506090001,1985,6,9,45,Colombia,3,South America,Ginebra,3.749597,-76.16685600000001,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,30.0,,0.0,,
25405,198506100026,1985,6,10,160,Philippines,5,Southeast Asia,Conner,17.795745,121.32279799999999,1,2,Armed Assault,14,Private Citizens & Property,160.0,Philippines,5,Firearms,Automatic firearms; Ambush,13.0,,0.0,,
25437,198506140002,1985,6,14,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,4,Military,110.0,Lebanon,6,Explosives,Explosive,23.0,,42.0,,
25454,198506170003,1985,6,17,159,Peru,3,South America,Andahuaylas,-13.6575,-73.383333,1,2,Armed Assault,3,Police,159.0,Peru,5,Firearms,Automatic firearm,15.0,,0.0,,
25479,198506190006,1985,6,19,110,Lebanon,10,Middle East & North Africa,Tripoli,34.438094,35.830837,1,3,Bombing/Explosion,1,Business,110.0,Lebanon,6,Explosives,Explosive,75.0,,100.0,,
25482,198506190009,1985,6,19,61,El Salvador,2,Central America & Caribbean,San Benito,13.7,-89.25,1,2,Armed Assault,1,Business,61.0,El Salvador,5,Firearms,M-16; Rifles,13.0,6.0,0.0,,
25532,198506230001,1985,6,23,38,Canada,1,North America,Toronto,43.666667,-79.416667,1,3,Bombing/Explosion,6,Airports & Aircraft,92.0,India,6,Explosives,Explosive,329.0,31.0,0.0,,
25546,198506240008,1985,6,24,45,Colombia,3,South America,Piendamo,2.6387400000000003,-76.52915,1,3,Bombing/Explosion,3,Police,45.0,Colombia,5,Firearms,Automatic firearm; Explosive,12.0,,14.0,,
25579,198506280003,1985,6,28,45,Colombia,3,South America,Genova,4.2045,-75.79185,1,9,Unknown,14,Private Citizens & Property,45.0,Colombia,13,Unknown,,19.0,,0.0,,
25581,198506290001,1985,6,29,139,Namibia,11,Sub-Saharan Africa,Eenhana,-17.483762,16.329004,1,3,Bombing/Explosion,4,Military,183.0,South Africa,6,Explosives,Mortars,62.0,,1.0,,
25586,198506300004,1985,6,30,160,Philippines,5,Southeast Asia,Butuan,8.948247,125.54110700000001,1,2,Armed Assault,2,Government (General),160.0,Philippines,5,Firearms,M-16; M-60,14.0,,2.0,,
25587,198506300005,1985,6,30,160,Philippines,5,Southeast Asia,Butuan,8.948247,125.54110700000001,1,2,Armed Assault,2,Government (General),160.0,Philippines,5,Firearms,M-16; M-60,14.0,,2.0,,
25613,198507010026,1985,7,1,45,Colombia,3,South America,Genova,4.2045,-75.79185,1,2,Armed Assault,14,Private Citizens & Property,45.0,Colombia,5,Firearms,Automatic firearm,19.0,,0.0,,
25615,198507010028,1985,7,1,61,El Salvador,2,Central America & Caribbean,Unknown,13.447063,-88.556531,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,31.0,,0.0,,
25665,198507060005,1985,7,6,145,Nicaragua,2,Central America & Caribbean,Atlanta,11.583333,-84.016667,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,41.0,,0.0,,
25668,198507070002,1985,7,7,61,El Salvador,2,Central America & Caribbean,Berlin,13.49446,-88.530343,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,20.0,,0.0,,
25674,198507090003,1985,7,9,110,Lebanon,10,Middle East & North Africa,Hasbaya,33.397778,35.685,1,3,Bombing/Explosion,3,Police,110.0,Lebanon,6,Explosives,Explosive,15.0,,6.0,,
25689,198507100009,1985,7,10,145,Nicaragua,2,Central America & Caribbean,Poza Redonda,11.09817,-83.94608000000001,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,16.0,,0.0,,
25695,198507110005,1985,7,11,106,Kuwait,10,Middle East & North Africa,Kuwait,29.347702,47.94912,1,3,Bombing/Explosion,1,Business,106.0,Kuwait,6,Explosives,Explosive,11.0,,9.0,,
25733,198507150006,1985,7,15,110,Lebanon,10,Middle East & North Africa,Kafr Tibnit,33.353333,35.512778000000004,1,3,Bombing/Explosion,1,Business,110.0,Lebanon,6,Explosives,Explosive,14.0,,7.0,,
25791,198507210003,1985,7,21,145,Nicaragua,2,Central America & Caribbean,Cerro Blanco,13.51031,-86.09602,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,19.0,,0.0,,
25808,198507230008,1985,7,23,61,El Salvador,2,Central America & Caribbean,Cerro La  Caja,14.0,-89.8333,1,3,Bombing/Explosion,4,Military,61.0,El Salvador,6,Explosives,Explosive,18.0,,0.0,,
25809,198507230009,1985,7,23,145,Nicaragua,2,Central America & Caribbean,Los Manchones,12.984974000000001,-85.117463,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,25.0,,0.0,,
25848,198507310001,1985,7,31,200,Syria,10,Middle East & North Africa,Aleppo,36.201721,37.14352,1,3,Bombing/Explosion,10,Journalists & Media,200.0,Syria,6,Explosives,Explosive,30.0,,30.0,,
25863,198508010013,1985,8,1,145,Nicaragua,2,Central America & Caribbean,La Trinidad,12.96589,-86.23140699999999,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,12.0,,44.0,,
25896,198508050002,1985,8,5,45,Colombia,3,South America,Sevilla,4.26889,-75.9361,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,11.0,,0.0,,
25915,198508080003,1985,8,8,159,Peru,3,South America,Putaccasa,-14.049369,-74.382221,1,2,Armed Assault,4,Military,159.0,Peru,5,Firearms,Automatic firearm,18.0,,0.0,,
25916,198508080004,1985,8,8,159,Peru,3,South America,Putaccasa,-14.049369,-74.382221,1,9,Unknown,14,Private Citizens & Property,159.0,Peru,13,Unknown,,18.0,,0.0,,
25954,198508130001,1985,8,13,186,Sri Lanka,6,South Asia,Vavuniya,8.757816,80.48790699999999,1,3,Bombing/Explosion,3,Police,186.0,Sri Lanka,6,Explosives,Explosive,21.0,,0.0,,
25979,198508140004,1985,8,14,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,14,Private Citizens & Property,110.0,Lebanon,6,Explosives,Explosive,15.0,,120.0,,
26030,198508170004,1985,8,17,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,1,Business,110.0,Lebanon,6,Explosives,Explosive,50.0,,100.0,,
26041,198508170015,1985,8,17,145,Nicaragua,2,Central America & Caribbean,El Zapote,13.548685,-85.78194599999999,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,15.0,,0.0,,
26042,198508170016,1985,8,17,160,Philippines,5,Southeast Asia,Dipolog,8.584974,123.342845,1,2,Armed Assault,14,Private Citizens & Property,160.0,Philippines,5,Firearms,Firearms,24.0,,35.0,,
26043,198508170017,1985,8,17,186,Sri Lanka,6,South Asia,Mannar,8.980118,79.912462,1,4,Hijacking,19,Transportation,186.0,Sri Lanka,13,Unknown,,20.0,,0.0,,
26045,198508180002,1985,8,18,61,El Salvador,2,Central America & Caribbean,Juayua,13.841389000000001,-89.74555600000001,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,11.0,,6.0,,
26047,198508190002,1985,8,19,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,1,Business,110.0,Lebanon,6,Explosives,Explosive,29.0,,82.0,,
26065,198508200005,1985,8,20,110,Lebanon,10,Middle East & North Africa,Tripoli,34.438094,35.830837,1,3,Bombing/Explosion,14,Private Citizens & Property,110.0,Lebanon,6,Explosives,Explosive,21.0,,75.0,,
26066,198508200006,1985,8,20,110,Lebanon,10,Middle East & North Africa,Tripoli,34.438094,35.830837,1,3,Bombing/Explosion,14,Private Citizens & Property,110.0,Lebanon,6,Explosives,Explosive,44.0,,90.0,,
26107,198508280008,1985,8,28,61,El Salvador,2,Central America & Caribbean,San Vicente,13.641210000000001,-88.785423,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,26.0,,0.0,,
26207,198509160004,1985,9,16,45,Colombia,3,South America,Florida,3.322222,-76.23472199999999,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,18.0,,2.0,,
26210,198509160007,1985,9,16,145,Nicaragua,2,Central America & Caribbean,Siuna,13.73321,-84.77725,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,30.0,,0.0,,
26215,198509170006,1985,9,17,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,110.0,Lebanon,6,Explosives,Explosive,30.0,,0.0,,
26249,198509200004,1985,9,20,45,Colombia,3,South America,Florida,3.322222,-76.23472199999999,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,25.0,,0.0,,
26311,198509280005,1985,9,28,159,Peru,3,South America,Hualla,-13.849976000000002,-73.950699,1,3,Bombing/Explosion,14,Private Citizens & Property,159.0,Peru,5,Firearms,Firearm; Explosive,14.0,,8.0,,
26328,198510010007,1985,10,1,159,Peru,3,South America,Ayacucho,-13.152712,-74.21862800000001,1,2,Armed Assault,14,Private Citizens & Property,159.0,Peru,5,Firearms,Automatic firearm,19.0,,12.0,,
26335,198510020006,1985,10,2,45,Colombia,3,South America,Tulua,4.085808999999999,-76.197188,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,13.0,,0.0,,
26347,198510030011,1985,10,3,160,Philippines,5,Southeast Asia,Polanco,8.531386,123.364368,1,9,Unknown,4,Military,160.0,Philippines,13,Unknown,Ambush,21.0,,10.0,,
26412,198510100002,1985,10,10,61,El Salvador,2,Central America & Caribbean,La Union,13.336944,-87.843889,1,3,Bombing/Explosion,4,Military,61.0,El Salvador,6,Explosives,Grenades; Rifles; Rocket propelled grenades; Mortars,52.0,,60.0,,
26602,198511060022,1985,11,6,45,Colombia,3,South America,Bogota,4.667128,-74.10605600000001,1,2,Armed Assault,2,Government (General),45.0,Colombia,5,Firearms,Submachine gun,97.0,,0.0,,
26622,198511100004,1985,11,10,45,Colombia,3,South America,Jambalo,2.85,-76.31666700000001,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,28.0,,18.0,,
26625,198511100007,1985,11,10,145,Nicaragua,2,Central America & Caribbean,Presillita,12.148660000000001,-84.4081,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,33.0,,0.0,,
26684,198511200003,1985,11,20,145,Nicaragua,2,Central America & Caribbean,Santo Domingo,12.265244000000001,-85.08308000000001,1,2,Armed Assault,14,Private Citizens & Property,145.0,Nicaragua,5,Firearms,Automatic firearm,66.0,,17.0,,
26699,198511230005,1985,11,23,78,Greece,8,Western Europe,Athens,37.99749,23.762728,1,4,Hijacking,6,Airports & Aircraft,60.0,Egypt,5,Firearms,Pistols; Grenades,60.0,1.0,27.0,2.0,
26726,198511250021,1985,11,25,145,Nicaragua,2,Central America & Caribbean,Cara de Mono,12.122619,-84.47239,1,7,Facility/Infrastructure Attack,1,Business,145.0,Nicaragua,5,Firearms,Automatic firearm,18.0,,0.0,,
26759,198511290007,1985,11,29,45,Colombia,3,South America,Uraba,6.828333,-75.513056,1,3,Bombing/Explosion,4,Military,45.0,Colombia,5,Firearms,Automatic firearm; Rocket,23.0,,0.0,,
26766,198511300002,1985,11,30,45,Colombia,3,South America,Unknown,5.252803,-76.825965,1,9,Unknown,4,Military,45.0,Colombia,13,Unknown,,26.0,,0.0,,
26767,198511300003,1985,11,30,45,Colombia,3,South America,Cali,3.4293440000000004,-76.516037,1,3,Bombing/Explosion,14,Private Citizens & Property,45.0,Colombia,6,Explosives,Tank; Mortar,19.0,,40.0,,
26774,198512010004,1985,12,1,45,Colombia,3,South America,Turbo,8.092419999999999,-76.72738000000001,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,23.0,,0.0,,
26787,198512020012,1985,12,2,45,Colombia,3,South America,Cali,3.4293440000000004,-76.516037,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,26.0,,0.0,,
